,disease,occurrences,symptoms
334,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0008031_pain chest
335,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0085624_burning sensation
336,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0020625_hyponatremia
337,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0239233_satiety early
338,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C1444773_throbbing sensation quality
339,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0232292_chest tightness
340,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0234215_sensory discomfort
341,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C1305739_presence of q wave
342,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0027497_nausea
343,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0858924_general discomfort
344,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0009806_constipation
345,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0030252_palpitation
346,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0000737_pain abdominal
347,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0018834_heartburn
348,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
349,UMLS:C0017168_gastroesophageal  reflux disease,325,UMLS:C0004093_asthenia
350,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0015967_fever
351,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0476273_distress respiratory
352,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0020649_hypotension
353,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0231835_tachypnea
354,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0085593_chill
355,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0023380_lethargy
356,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0428977_bradycardia
357,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0006157_breech presentation
358,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0010520_cyanosis
359,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0233308_spontaneous rupture of membranes
360,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0019080_haemorrhage
361,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0241526_unresponsiveness
362,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0034642_rale
363,UMLS:C0036690_septicemia^UMLS:C0243026_systemic  infection^UMLS:C1090821_sepsis (invertebrate),311,UMLS:C0277797_apyrexial
364,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0038999_swelling
365,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0030193_pain
366,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0013491_ecchymosis
367,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0392680_shortness of breath
368,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0023222_pain in lower limb
369,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0018800_cardiomegaly
370,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0034642_rale
371,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0041834_erythema
372,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0020649_hypotension
373,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0009024_clonus
374,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0850149_non-productive cough
375,UMLS:C0149871_deep  vein thrombosis,310,UMLS:C0332575_redness
376,UMLS:C0011175_dehydration,297,UMLS:C0015967_fever
377,UMLS:C0011175_dehydration,297,UMLS:C0011991_diarrhea
378,UMLS:C0011175_dehydration,297,UMLS:C0042963_vomiting
379,UMLS:C0011175_dehydration,297,UMLS:C0020649_hypotension
380,UMLS:C0011175_dehydration,297,UMLS:C0027497_nausea
381,UMLS:C0011175_dehydration,297,UMLS:C0220870_lightheadedness
382,UMLS:C0011175_dehydration,297,UMLS:C0857256_unwell
383,UMLS:C0011175_dehydration,297,UMLS:C0856054_mental status changes
384,UMLS:C0011175_dehydration,297,UMLS:C0003123_anorexia
385,UMLS:C0011175_dehydration,297,UMLS:C0004093_asthenia
386,UMLS:C0011175_dehydration,297,UMLS:C0234215_sensory discomfort
387,UMLS:C0011175_dehydration,297,UMLS:C0039070_syncope
388,UMLS:C0011175_dehydration,297,UMLS:C0023380_lethargy
389,UMLS:C0011175_dehydration,297,UMLS:C0012833_dizziness
390,UMLS:C0011175_dehydration,297,UMLS:C0039070_syncope^UMLS:C0312422_blackout^UMLS:C0424533_history  of - blackout
391,UMLS:C0027651_neoplasm,297,UMLS:C0577559_mass of body structure
392,UMLS:C0027651_neoplasm,297,UMLS:C0221198_lesion
393,UMLS:C0027651_neoplasm,297,UMLS:C0008031_pain chest
394,UMLS:C0027651_neoplasm,297,UMLS:C0018965_hematuria
395,UMLS:C0027651_neoplasm,297,UMLS:C1269955_tumor cell invasion
396,UMLS:C0027651_neoplasm,297,UMLS:C0030193_pain
397,UMLS:C0027651_neoplasm,297,UMLS:C0003126_anosmia
398,UMLS:C0027651_neoplasm,297,UMLS:C0205400_thicken
399,UMLS:C0027651_neoplasm,297,UMLS:C1513183_metastatic lesion
400,UMLS:C0027651_neoplasm,297,UMLS:C0149696_food intolerance
401,UMLS:C0027651_neoplasm,297,UMLS:C0043096_decreased body weight
402,UMLS:C0027651_neoplasm,297,UMLS:C0028081_night sweat
403,UMLS:C0027651_neoplasm,297,UMLS:C0271202_hemianopsia homonymous
404,UMLS:C0027651_neoplasm,297,UMLS:C0239233_satiety early
405,UMLS:C0027651_neoplasm,297,UMLS:C0000737_pain abdominal
406,UMLS:C0027651_neoplasm,297,UMLS:C0018681_headache
407,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0392680_shortness of breath
408,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0700292_hypoxemia
409,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0231835_tachypnea
410,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0744727_hematocrit decreased
411,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0008031_pain chest
412,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0013404_dyspnea
413,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0008033_pleuritic pain
414,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0151315_neck stiffness
415,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0457096_yellow sputum
416,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0239134_productive cough
417,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0008767_cicatrisation
418,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0241526_unresponsiveness
419,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0476273_distress respiratory
420,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0043144_wheezing
421,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0277797_apyrexial
422,UMLS:C0034065_embolism  pulmonary,294,UMLS:C0850149_non-productive cough
423,UMLS:C0014544_epilepsy,290,UMLS:C0036572_seizure
424,UMLS:C0014544_epilepsy,290,UMLS:C0347938_hypometabolism
425,UMLS:C0014544_epilepsy,290,UMLS:C0236018_aura
426,UMLS:C0014544_epilepsy,290,UMLS:C0231530_muscle twitch
427,UMLS:C0014544_epilepsy,290,UMLS:C0013144_drowsiness
428,UMLS:C0014544_epilepsy,290,UMLS:C0040822_tremor
429,UMLS:C0014544_epilepsy,290,UMLS:C0241526_unresponsiveness
430,UMLS:C0014544_epilepsy,290,UMLS:C0018991_hemiplegia
431,UMLS:C0014544_epilepsy,290,UMLS:C0027066_myoclonus
432,UMLS:C0014544_epilepsy,290,UMLS:C0232517_gurgle
433,UMLS:C0014544_epilepsy,290,UMLS:C0234450_sleepy
434,UMLS:C0014544_epilepsy,290,UMLS:C0023380_lethargy
435,UMLS:C0014544_epilepsy,290,UMLS:C0558195_wheelchair bound
436,UMLS:C0878544_cardiomyopathy,283,UMLS:C0392680_shortness of breath
437,UMLS:C0878544_cardiomyopathy,283,UMLS:C0085619_orthopnea
438,UMLS:C0878544_cardiomyopathy,283,UMLS:C0086439_hypokinesia
439,UMLS:C0878544_cardiomyopathy,283,UMLS:C0240100_jugular venous distention
440,UMLS:C0878544_cardiomyopathy,283,UMLS:C0030252_palpitation
441,UMLS:C0878544_cardiomyopathy,283,UMLS:C0008031_pain chest
442,UMLS:C0878544_cardiomyopathy,283,UMLS:C0039070_syncope
443,UMLS:C0878544_cardiomyopathy,283,UMLS:C0457096_yellow sputum
444,UMLS:C0878544_cardiomyopathy,283,UMLS:C0034642_rale
445,UMLS:C0878544_cardiomyopathy,283,UMLS:C0013404_dyspnea
446,UMLS:C0878544_cardiomyopathy,283,UMLS:C0231807_dyspnea on exertion
447,UMLS:C0878544_cardiomyopathy,283,UMLS:C0238705_left atrial hypertrophy
448,UMLS:C0878544_cardiomyopathy,283,UMLS:C0015672_fatigue
449,UMLS:C0878544_cardiomyopathy,283,UMLS:C0043094_weight gain
450,UMLS:C0878544_cardiomyopathy,283,UMLS:C0376405_patient non compliance
451,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0042963_vomiting
452,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0085619_orthopnea
453,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0020461_hyperkalemia
454,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0028961_oliguria
455,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0240100_jugular venous distention
456,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0027497_nausea
457,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0392680_shortness of breath
458,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0856054_mental status changes
459,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0011991_diarrhea
460,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0004093_asthenia
461,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0232292_chest tightness
462,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0231218_malaise
463,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0085593_chill
464,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0034642_rale
465,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0015967_fever
466,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0008033_pleuritic pain
467,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0277797_apyrexial
468,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0744492_guaiac positive
469,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0038999_swelling
470,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0007398_catatonia
471,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0241526_unresponsiveness
472,UMLS:C0022661_chronic  kidney failure,280,UMLS:C0457096_yellow sputum
473,UMLS:C0007097_carcinoma,269,UMLS:C0577559_mass of body structure
474,UMLS:C0007097_carcinoma,269,UMLS:C0030193_pain
475,UMLS:C0007097_carcinoma,269,UMLS:C0221198_lesion
476,UMLS:C0007097_carcinoma,269,UMLS:C1269955_tumor cell invasion
477,UMLS:C0007097_carcinoma,269,UMLS:C0205400_thicken
478,UMLS:C0007097_carcinoma,269,UMLS:C0043096_decreased body weight
479,UMLS:C0007097_carcinoma,269,UMLS:C0019825_hoarseness
480,UMLS:C0007097_carcinoma,269,UMLS:C0858924_general discomfort
481,UMLS:C0007097_carcinoma,269,UMLS:C1513183_metastatic lesion
482,UMLS:C0007097_carcinoma,269,UMLS:C0850149_non-productive cough
483,UMLS:C0007097_carcinoma,269,UMLS:C0009806_constipation
484,UMLS:C0007097_carcinoma,269,UMLS:C0847488_unhappy
485,UMLS:C0007097_carcinoma,269,UMLS:C0030554_paresthesia
486,UMLS:C0007097_carcinoma,269,UMLS:C0232995_gravida 0
487,UMLS:C0007097_carcinoma,269,UMLS:C0011991_diarrhea
488,UMLS:C0007097_carcinoma,269,UMLS:C0234233_sore to touch
489,UMLS:C0007097_carcinoma,269,UMLS:C0018834_heartburn
490,UMLS:C0007097_carcinoma,269,UMLS:C0027497_nausea
491,UMLS:C0007097_carcinoma,269,UMLS:C0034079_lung nodule
492,UMLS:C0019196_hepatitis  C,269,UMLS:C0003962_ascites
493,UMLS:C0019196_hepatitis  C,269,UMLS:C0000731_distended abdomen
494,UMLS:C0019196_hepatitis  C,269,UMLS:C0424000_feeling suicidal
495,UMLS:C0019196_hepatitis  C,269,UMLS:C0010200_cough
496,UMLS:C0019196_hepatitis  C,269,UMLS:C0234238_ache
497,UMLS:C0019196_hepatitis  C,269,UMLS:C0558143_macerated skin
498,UMLS:C0019196_hepatitis  C,269,UMLS:C0581912_heavy feeling
499,UMLS:C0019196_hepatitis  C,269,UMLS:C0233762_hallucinations auditory
500,UMLS:C0019196_hepatitis  C,269,UMLS:C0085593_chill
501,UMLS:C0019196_hepatitis  C,269,UMLS:C0232766_asterixis
502,UMLS:C0019196_hepatitis  C,269,UMLS:C0376405_patient non compliance
503,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0392680_shortness of breath
504,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0234253_rest pain
505,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0002962_angina pectoris
506,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0241526_unresponsiveness
507,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0020461_hyperkalemia
508,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0232201_sinus rhythm
509,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0553668_labored breathing
510,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0013404_dyspnea
511,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0234233_sore to touch
512,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0003123_anorexia
513,UMLS:C0085096_peripheral  vascular disease,268,UMLS:C0234450_sleepy
514,UMLS:C0033975_psychotic  disorder,267,UMLS:C0438696_suicidal
515,UMLS:C0033975_psychotic  disorder,267,UMLS:C0233762_hallucinations auditory
516,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424000_feeling suicidal
517,UMLS:C0033975_psychotic  disorder,267,UMLS:C0233763_hallucinations visual
518,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424230_motor retardation
519,UMLS:C0033975_psychotic  disorder,267,UMLS:C0312422_blackout
520,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424068_verbal auditory hallucinations
521,UMLS:C0033975_psychotic  disorder,267,UMLS:C0150041_feeling hopeless
522,UMLS:C0033975_psychotic  disorder,267,UMLS:C0022107_irritable mood
523,UMLS:C0033975_psychotic  disorder,267,UMLS:C0085631_agitation
524,UMLS:C0033975_psychotic  disorder,267,UMLS:C0040822_tremor
525,UMLS:C0033975_psychotic  disorder,267,UMLS:C0007398_catatonia
526,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424109_weepiness
527,UMLS:C0033975_psychotic  disorder,267,UMLS:C0237154_homelessness
528,UMLS:C0033975_psychotic  disorder,267,UMLS:C0917801_sleeplessness
529,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424092_withdraw
530,UMLS:C0033975_psychotic  disorder,267,UMLS:C0455769_energy increased
531,UMLS:C0033975_psychotic  disorder,267,UMLS:C0728899_intoxication
532,UMLS:C0033975_psychotic  disorder,267,UMLS:C0233481_worry
533,UMLS:C0033975_psychotic  disorder,267,UMLS:C0424295_behavior hyperactive
534,UMLS:C0033975_psychotic  disorder,267,UMLS:C0376405_patient non compliance
535,UMLS:C0033975_psychotic  disorder,267,UMLS:C0344315_mood depressed
536,UMLS:C0033975_psychotic  disorder,267,UMLS:C0558261_terrify
537,UMLS:C0033975_psychotic  disorder,267,UMLS:C0028084_nightmare
538,UMLS:C0033975_psychotic  disorder,267,UMLS:C0239110_consciousness clear
539,UMLS:C0020473_hyperlipidemia,247,UMLS:C0008031_pain chest
540,UMLS:C0020473_hyperlipidemia,247,UMLS:C0002962_angina pectoris
541,UMLS:C0020473_hyperlipidemia,247,UMLS:C0030252_palpitation
542,UMLS:C0020473_hyperlipidemia,247,UMLS:C1305739_presence of q wave
543,UMLS:C0020473_hyperlipidemia,247,UMLS:C0085635_photopsia
544,UMLS:C0020473_hyperlipidemia,247,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
545,UMLS:C0020473_hyperlipidemia,247,UMLS:C0235710_chest discomfort
546,UMLS:C0020473_hyperlipidemia,247,UMLS:C0392680_shortness of breath
547,UMLS:C0020473_hyperlipidemia,247,UMLS:C0392701_giddy mood
548,UMLS:C0020473_hyperlipidemia,247,UMLS:C0086439_hypokinesia
549,UMLS:C0020473_hyperlipidemia,247,UMLS:C0018991_hemiplegia
550,UMLS:C0020473_hyperlipidemia,247,UMLS:C0012833_dizziness
551,UMLS:C0005586_bipolar  disorder,241,UMLS:C0424000_feeling suicidal
552,UMLS:C0005586_bipolar  disorder,241,UMLS:C0455769_energy increased
553,UMLS:C0005586_bipolar  disorder,241,UMLS:C0438696_suicidal
554,UMLS:C0005586_bipolar  disorder,241,UMLS:C0022107_irritable mood
555,UMLS:C0005586_bipolar  disorder,241,UMLS:C0085631_agitation
556,UMLS:C0005586_bipolar  disorder,241,UMLS:C0557075_has religious belief
557,UMLS:C0005586_bipolar  disorder,241,UMLS:C0578859_disturbed family
558,UMLS:C0005586_bipolar  disorder,241,UMLS:C0233762_hallucinations auditory
559,UMLS:C0005586_bipolar  disorder,241,UMLS:C0424068_verbal auditory hallucinations
560,UMLS:C0005586_bipolar  disorder,241,UMLS:C0424109_weepiness
561,UMLS:C0005586_bipolar  disorder,241,UMLS:C0424295_behavior hyperactive
562,UMLS:C0005586_bipolar  disorder,241,UMLS:C0007398_catatonia
563,UMLS:C0005586_bipolar  disorder,241,UMLS:C0150041_feeling hopeless
564,UMLS:C0005586_bipolar  disorder,241,UMLS:C0233481_worry
565,UMLS:C0005586_bipolar  disorder,241,UMLS:C0917801_sleeplessness
566,UMLS:C0005586_bipolar  disorder,241,UMLS:C0917799_hypersomnia
567,UMLS:C0005586_bipolar  disorder,241,UMLS:C1299586_difficulty
568,UMLS:C0005586_bipolar  disorder,241,UMLS:C0233763_hallucinations visual
569,UMLS:C0005586_bipolar  disorder,241,UMLS:C0020458_hyperhidrosis disorder
570,UMLS:C0005586_bipolar  disorder,241,UMLS:C0026961_mydriasis
571,UMLS:C0005586_bipolar  disorder,241,UMLS:C0234133_extrapyramidal sign
572,UMLS:C0005586_bipolar  disorder,241,UMLS:C0240233_loose associations
573,UMLS:C0005586_bipolar  disorder,241,UMLS:C0728899_intoxication
574,UMLS:C0005586_bipolar  disorder,241,UMLS:C0424230_motor retardation
575,UMLS:C0005586_bipolar  disorder,241,UMLS:C0237154_homelessness
576,UMLS:C0005586_bipolar  disorder,241,UMLS:C0312422_blackout
577,UMLS:C0005586_bipolar  disorder,241,UMLS:C0040822_tremor
578,UMLS:C0005586_bipolar  disorder,241,UMLS:C0392674_exhaustion
579,UMLS:C0028754_obesity,228,UMLS:C0030193_pain
580,UMLS:C0028754_obesity,228,UMLS:C0007398_catatonia
581,UMLS:C0028754_obesity,228,UMLS:C0037384_snore
582,UMLS:C0028754_obesity,228,UMLS:C0008031_pain chest
583,UMLS:C0028754_obesity,228,UMLS:C0429091_r wave feature
584,UMLS:C0028754_obesity,228,UMLS:C0557075_has religious belief
585,UMLS:C0028754_obesity,228,UMLS:C0392680_shortness of breath
586,UMLS:C0028754_obesity,228,UMLS:C0015672_fatigue^UMLS:C0557875_tired
587,UMLS:C0028754_obesity,228,UMLS:C0497406_overweight
588,UMLS:C0028754_obesity,228,UMLS:C0232257_systolic murmur
589,UMLS:C0028754_obesity,228,UMLS:C0344315_mood depressed
590,UMLS:C0028754_obesity,228,UMLS:C0013491_ecchymosis
591,UMLS:C0022116_ischemia,226,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
592,UMLS:C0022116_ischemia,226,UMLS:C0008031_pain chest
593,UMLS:C0022116_ischemia,226,UMLS:C0002962_angina pectoris
594,UMLS:C0022116_ischemia,226,UMLS:C0438716_pressure chest
595,UMLS:C0022116_ischemia,226,UMLS:C0235710_chest discomfort
596,UMLS:C0022116_ischemia,226,UMLS:C0392680_shortness of breath
597,UMLS:C0022116_ischemia,226,UMLS:C0013404_dyspnea
598,UMLS:C0022116_ischemia,226,UMLS:C0232201_sinus rhythm
599,UMLS:C0022116_ischemia,226,UMLS:C0428977_bradycardia
600,UMLS:C0022116_ischemia,226,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
601,UMLS:C0022116_ischemia,226,UMLS:C0034642_rale
602,UMLS:C0022116_ischemia,226,UMLS:C0231221_asymptomatic
603,UMLS:C0022116_ischemia,226,UMLS:C0003123_anorexia
604,UMLS:C1623038_cirrhosis,218,UMLS:C0003962_ascites
605,UMLS:C1623038_cirrhosis,218,UMLS:C0085639_fall
606,UMLS:C1623038_cirrhosis,218,UMLS:C0038002_splenomegaly
607,UMLS:C1623038_cirrhosis,218,UMLS:C0033774_pruritus
608,UMLS:C1623038_cirrhosis,218,UMLS:C0000737_pain abdominal
609,UMLS:C1623038_cirrhosis,218,UMLS:C1269955_tumor cell invasion
610,UMLS:C1623038_cirrhosis,218,UMLS:C0000731_distended abdomen
611,UMLS:C1623038_cirrhosis,218,UMLS:C0221198_lesion
612,UMLS:C1623038_cirrhosis,218,UMLS:C0578150_hemodynamically stable
613,UMLS:C1623038_cirrhosis,218,UMLS:C0744492_guaiac positive
614,UMLS:C1623038_cirrhosis,218,UMLS:C0234233_sore to touch
615,UMLS:C1623038_cirrhosis,218,UMLS:C0151706_bleeding of vagina
616,UMLS:C0015230_exanthema,208,UMLS:C0015967_fever
617,UMLS:C0015230_exanthema,208,UMLS:C0033774_pruritus
618,UMLS:C0015230_exanthema,208,UMLS:C0332573_macule
619,UMLS:C0015230_exanthema,208,UMLS:C0221198_lesion
620,UMLS:C0015230_exanthema,208,UMLS:C0332575_redness
621,UMLS:C0015230_exanthema,208,UMLS:C0018681_headache
622,UMLS:C0015230_exanthema,208,UMLS:C0277797_apyrexial
623,UMLS:C0015230_exanthema,208,UMLS:C0003862_arthralgia
624,UMLS:C0015230_exanthema,208,UMLS:C0038999_swelling
625,UMLS:C0015230_exanthema,208,UMLS:C0041834_erythema
626,UMLS:C0015230_exanthema,208,UMLS:C0085636_photophobia
627,UMLS:C0015230_exanthema,208,UMLS:C0085593_chill
628,UMLS:C0015230_exanthema,208,UMLS:C1384489_scratch marks
629,UMLS:C0015230_exanthema,208,UMLS:C0030193_pain
630,UMLS:C0015230_exanthema,208,UMLS:C0221150_painful swallowing
631,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0856054_mental status changes
632,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0006625_cachexia
633,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0312422_blackout
634,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0149746_orthostasis
635,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0085619_orthopnea
636,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0028081_night sweat
637,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0476273_distress respiratory
638,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0003123_anorexia
639,UMLS:C0005001_benign  prostatic hypertrophy,192,UMLS:C0013362_dysarthria
640,UMLS:C0022660_kidney  failure acute,186,UMLS:C0020461_hyperkalemia
641,UMLS:C0022660_kidney  failure acute,186,UMLS:C0020649_hypotension
642,UMLS:C0022660_kidney  failure acute,186,UMLS:C0020598_hypocalcemia result
643,UMLS:C0022660_kidney  failure acute,186,UMLS:C0028961_oliguria
644,UMLS:C0022660_kidney  failure acute,186,UMLS:C0578150_hemodynamically stable
645,UMLS:C0022660_kidney  failure acute,186,UMLS:C0004093_asthenia
646,UMLS:C0022660_kidney  failure acute,186,"UMLS:C0020672_hypothermia, natural"
647,UMLS:C0022660_kidney  failure acute,186,UMLS:C0011991_diarrhea
648,UMLS:C0022660_kidney  failure acute,186,UMLS:C0019080_haemorrhage
649,UMLS:C0022660_kidney  failure acute,186,UMLS:C0241526_unresponsiveness
650,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0392680_shortness of breath
651,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0231807_dyspnea on exertion
652,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0231221_asymptomatic
653,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0086439_hypokinesia
654,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0013404_dyspnea
655,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0039070_syncope
656,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0205400_thicken
657,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0238705_left atrial hypertrophy
658,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0030252_palpitation
659,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0015672_fatigue
660,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0042963_vomiting
661,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0030193_pain
662,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0018800_cardiomegaly
663,UMLS:C0026266_mitral  valve insufficiency,186,UMLS:C0235710_chest discomfort
664,UMLS:C0003864_arthritis,179,UMLS:C0030193_pain
665,UMLS:C0003864_arthritis,179,UMLS:C0578150_hemodynamically stable
666,UMLS:C0003864_arthritis,179,UMLS:C0917801_sleeplessness
667,UMLS:C0003864_arthritis,179,UMLS:C0004093_asthenia
668,UMLS:C0003864_arthritis,179,UMLS:C0039070_syncope
669,UMLS:C0003864_arthritis,179,UMLS:C0038999_swelling
670,UMLS:C0003864_arthritis,179,UMLS:C0741302_atypia
671,UMLS:C0003864_arthritis,179,UMLS:C0427108_general unsteadiness
672,UMLS:C0003864_arthritis,179,UMLS:C0392680_shortness of breath
673,UMLS:C0003864_arthritis,179,UMLS:C0000731_distended abdomen
674,UMLS:C0006277_bronchitis,172,UMLS:C0010200_cough
675,UMLS:C0006277_bronchitis,172,UMLS:C0043144_wheezing
676,UMLS:C0006277_bronchitis,172,UMLS:C0392680_shortness of breath
677,UMLS:C0006277_bronchitis,172,UMLS:C0232292_chest tightness
678,UMLS:C0006277_bronchitis,172,UMLS:C0015967_fever
679,UMLS:C0006277_bronchitis,172,UMLS:C0242429_throat sore
680,UMLS:C0006277_bronchitis,172,UMLS:C0239134_productive cough
681,UMLS:C0006277_bronchitis,172,UMLS:C0019214_hepatosplenomegaly
682,UMLS:C0006277_bronchitis,172,UMLS:C0028081_night sweat
683,UMLS:C0006277_bronchitis,172,UMLS:C0019079_haemoptysis
